"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,101,"HND","Honduras",101,"HND","Honduras","HONDURAS","Honduras","Honduras",NA,NA,NA,"Honduras ","Honduras ","<U+0413><U+043E><U+043D><U+0434><U+0443><U+0440><U+0430><U+0441>","<U+0647><U+0646><U+062F><U+0648><U+0631><U+0627><U+0633>","<U+6D2A><U+90FD><U+62C9><U+65AF> ",NA,NA,"Honduras","HN",NA,"HO",340,"Unknown","Present",6416635,112852,56.8588505298976,"Central America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Moderately indebted","HIPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
