"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
225,101,"HND","Honduras",14,"Ocotepeque",225,"Santa Fé","Municipio","Municipality",NA,NA
226,101,"HND","Honduras",14,"Ocotepeque",226,"Sensenti","Municipio","Municipality",NA,NA
227,101,"HND","Honduras",14,"Ocotepeque",227,"Sinuapa","Municipio","Municipality",NA,NA
228,101,"HND","Honduras",15,"Olancho",228,"Campamento","Municipio","Municipality",NA,NA
229,101,"HND","Honduras",15,"Olancho",229,"Catacamas","Municipio","Municipality",NA,NA
230,101,"HND","Honduras",15,"Olancho",230,"Concordia","Municipio","Municipality",NA,NA
231,101,"HND","Honduras",15,"Olancho",231,"Dulce Nombre de Culmí","Municipio","Municipality",NA,NA
232,101,"HND","Honduras",15,"Olancho",232,"El Rosario","Municipio","Municipality",NA,NA
233,101,"HND","Honduras",15,"Olancho",233,"Esquipulas del Norte","Municipio","Municipality",NA,NA
234,101,"HND","Honduras",15,"Olancho",234,"Gualaco","Municipio","Municipality",NA,NA
235,101,"HND","Honduras",15,"Olancho",235,"Guarizama","Municipio","Municipality",NA,NA
236,101,"HND","Honduras",15,"Olancho",236,"Guata","Municipio","Municipality",NA,NA
237,101,"HND","Honduras",15,"Olancho",237,"Guayape","Municipio","Municipality",NA,NA
238,101,"HND","Honduras",15,"Olancho",238,"Jano","Municipio","Municipality",NA,NA
239,101,"HND","Honduras",15,"Olancho",239,"Juticalpa","Municipio","Municipality",NA,NA
240,101,"HND","Honduras",15,"Olancho",240,"La Unión","Municipio","Municipality",NA,NA
241,101,"HND","Honduras",15,"Olancho",241,"Mangulile","Municipio","Municipality",NA,NA
242,101,"HND","Honduras",15,"Olancho",242,"Manto","Municipio","Municipality",NA,NA
243,101,"HND","Honduras",15,"Olancho",243,"Patuca","Municipio","Municipality",NA,NA
244,101,"HND","Honduras",15,"Olancho",244,"Salamá","Municipio","Municipality",NA,NA
245,101,"HND","Honduras",15,"Olancho",245,"San Esteban","Municipio","Municipality",NA,NA
246,101,"HND","Honduras",15,"Olancho",246,"San Francisco de Becerra","Municipio","Municipality",NA,NA
247,101,"HND","Honduras",15,"Olancho",247,"San Francisco de la Paz","Municipio","Municipality",NA,NA
248,101,"HND","Honduras",15,"Olancho",248,"Santa Maria del Real","Municipio","Municipality",NA,NA
249,101,"HND","Honduras",15,"Olancho",249,"Silca","Municipio","Municipality",NA,NA
250,101,"HND","Honduras",15,"Olancho",250,"Yocón","Municipio","Municipality",NA,NA
251,101,"HND","Honduras",16,"Santa Bárbara",251,"Arada","Municipio","Municipality",NA,NA
252,101,"HND","Honduras",16,"Santa Bárbara",252,"Atima","Municipio","Municipality",NA,NA
253,101,"HND","Honduras",16,"Santa Bárbara",253,"Azacualpa","Municipio","Municipality",NA,NA
254,101,"HND","Honduras",16,"Santa Bárbara",254,"Ceguaca","Municipio","Municipality",NA,NA
255,101,"HND","Honduras",16,"Santa Bárbara",255,"Chinda","Municipio","Municipality",NA,NA
256,101,"HND","Honduras",16,"Santa Bárbara",256,"Concepción del Norte","Municipio","Municipality",NA,NA
257,101,"HND","Honduras",16,"Santa Bárbara",257,"Concepción del Sur","Municipio","Municipality",NA,NA
258,101,"HND","Honduras",16,"Santa Bárbara",258,"El Nispero","Municipio","Municipality",NA,NA
259,101,"HND","Honduras",16,"Santa Bárbara",259,"Gualala","Municipio","Municipality",NA,NA
260,101,"HND","Honduras",16,"Santa Bárbara",260,"Ilama","Municipio","Municipality",NA,NA
261,101,"HND","Honduras",16,"Santa Bárbara",261,"Las Vegas","Municipio","Municipality",NA,NA
262,101,"HND","Honduras",16,"Santa Bárbara",262,"Macuelizo","Municipio","Municipality",NA,NA
263,101,"HND","Honduras",16,"Santa Bárbara",263,"Naranjito","Municipio","Municipality",NA,NA
264,101,"HND","Honduras",16,"Santa Bárbara",264,"Nueva Frontera","Municipio","Municipality",NA,NA
265,101,"HND","Honduras",16,"Santa Bárbara",265,"Nuevo Celilac","Municipio","Municipality",NA,NA
266,101,"HND","Honduras",16,"Santa Bárbara",266,"Petoa","Municipio","Municipality",NA,NA
267,101,"HND","Honduras",16,"Santa Bárbara",267,"Protección","Municipio","Municipality",NA,NA
268,101,"HND","Honduras",16,"Santa Bárbara",268,"Quimistán","Municipio","Municipality",NA,"QuimiSantan"
269,101,"HND","Honduras",16,"Santa Bárbara",269,"San Francisco de Ojuera","Municipio","Municipality",NA,NA
270,101,"HND","Honduras",16,"Santa Bárbara",270,"San José de Colinas","Municipio","Municipality",NA,"San Jose de Colimas"
271,101,"HND","Honduras",16,"Santa Bárbara",271,"San Luis","Municipio","Municipality",NA,NA
272,101,"HND","Honduras",16,"Santa Bárbara",272,"San Marcos","Municipio","Municipality",NA,NA
273,101,"HND","Honduras",16,"Santa Bárbara",273,"San Nicolás","Municipio","Municipality",NA,NA
274,101,"HND","Honduras",16,"Santa Bárbara",274,"San Pedro Zacapa","Municipio","Municipality",NA,NA
275,101,"HND","Honduras",16,"Santa Bárbara",275,"San Vicente Centenario","Municipio","Municipality",NA,NA
276,101,"HND","Honduras",16,"Santa Bárbara",276,"Santa Bárbara","Municipio","Municipality",NA,NA
277,101,"HND","Honduras",16,"Santa Bárbara",277,"Santa Rita","Municipio","Municipality",NA,NA
278,101,"HND","Honduras",16,"Santa Bárbara",278,"Trinidad de Copán","Municipio","Municipality",NA,"Trinidad"
279,101,"HND","Honduras",17,"Valle",279,"Alianza","Municipio","Municipality",NA,NA
280,101,"HND","Honduras",17,"Valle",280,"Amapala","Municipio","Municipality",NA,NA
281,101,"HND","Honduras",17,"Valle",281,"Aramecina","Municipio","Municipality",NA,NA
282,101,"HND","Honduras",17,"Valle",282,"Caridad","Municipio","Municipality",NA,NA
283,101,"HND","Honduras",17,"Valle",283,"Goascorán","Municipio","Municipality",NA,NA
284,101,"HND","Honduras",17,"Valle",284,"Langue","Municipio","Municipality",NA,NA
