CODIGO,NUM.HOGARES,COC.PIEZA,COC.LENA,COC.CHIMBO,COC.ELEC,SAN.ALC,SAN.FOSA,SAN.LETR,AUTO.UNO,AUTO.UNOPLUS,AUTO.NO,ELDOM.REFRI,ELDOM.LAVAD,ELDOM.SONI,ELDOM.AC,ELDOM.COMPU,ELDOM.MICRO,SERV.CABLE,SERV.INTERNET,ALUMB.SPUB,ALUMB.SPRI,ALUMB.GEN,ALUMB.CANDIL,ALUMB.VELA,ALUMB.OCOT,ALUMB.SOLAR,AGUA.TUBE.DENTRO,AGUA.TUBE.DENTRO2,AGUA.FUERA,AGUA.NONTUBE,AS.SPUB,AS.SPRI,AS.POMA,AS.POBO,AS.CDA,AS.LAG,AS.VEN,AS.OTRO,NBI0,NBI1,NBI2,NBI3,NBI4,NBI.NNM,NBI.SSAG,NBI.SSAN,NBI.SSUB,NBI.HACI,NBI.VME
801,270733.26,202158.59,46270.19,23801.95,159257.26,189256.43,25302.1,49419.24,62428.04,18770.45,188985.87,225467.39,86104.47,207898.41,25017.21,113100.73,161216.5,191033.34,58673.53,250709,1387,140,2369,4914,963,158,196622,35412,2953,25653,192687,38530,6308,3413,1521,134,15379,2667,147958,57130,26206,18370,10975,3238,27108,45847,53252,24280,12591
802,1142.37,841.17,1080.45,4.23,42.65,2,728.98,203.19,45.66,1.01,1094.65,194.72,13.85,787.61,6.64,44.55,42,183.33,17.44,477,38,0,558,9,1,39,51,614,95,362,20,741,54,1,289,0,0,18,381,359,157,129,96,49,307,237,449,191,0
803,5812.53,5153.1,5199.09,33.97,406.72,288.18,2684.87,1747.3,467.76,43.79,5292.59,2552.75,253.56,3597.45,170.07,433.96,888.5,1799.45,122.32,4290,44,10,303,477,546,34,1582,2710,186,1228,1663,2619,388,264,480,21,18,251,2144,1531,858,817,356,231,868,1775,1935,201,406
804,4088.82,3051.48,4041.48,3.19,29.05,45.49,1528.92,821.45,78.14,9,4001.68,219.75,19.19,2389.34,18.19,61.37,63.92,153.56,9.67,363,17,6,1456,139,1448,409,131,1760,260,1686,113,2027,137,35,1292,9,2,222,838,880,651,742,725,240,1525,1692,1714,730,0
805,4396.73,3857.49,3737.78,13.51,525.12,652.86,2660.78,436.87,366.01,39.25,3978.79,2540.48,303.26,2829.86,95.81,568.26,965.23,2314.24,78.99,3726,54,2,218,100,188,7,1523,2297,59,415,143,3732,117,3,150,10,13,127,1725,1368,532,408,261,217,321,943,1749,142,464
806,6263.65,5376.19,5272.48,158.44,675.08,1464.75,2662.13,1733.02,1171.08,121.9,4958.51,2932.05,477.16,3945.81,154.77,774.82,1501.67,3053.77,227.01,4207,25,24,395,707,278,428,3940,1109,85,930,3625,1462,209,82,386,8,14,278,2573,1673,816,632,369,358,785,1442,1998,287,500
807,630.25,536,589.15,9.05,26.05,1,362.4,72.25,23.05,5,602.2,186.05,7,366.05,1,36,48.2,130.15,20,273,1,0,312,0,0,6,10,266,117,199,286,105,15,7,111,3,0,64,247,126,86,86,48,16,179,194,138,35,0
808,1475.14,1274.15,1391.12,8.15,55.63,10.09,699.58,498.16,116.65,26.28,1328.16,697.03,27.35,973.91,14.18,61.63,173.49,276.77,14.14,1143,9,1,259,26,9,1,297,513,174,463,272,702,192,35,201,3,4,38,603,421,216,148,61,35,247,356,497,61,1
809,4205.5,3364.95,3960.58,8.05,169.2,217.87,1629.23,1160.28,162.73,27.04,4012.59,503.98,49.97,2986.3,25.86,154.49,240.74,301.31,39.79,1018,14,14,99,443,1892,527,875,1733,110,1290,1577,1127,232,28,911,10,5,118,1188,925,702,684,508,199,1087,1495,1529,603,151
810,1683.25,1475.37,1555.63,8.3,92.93,74.72,1057.43,308.94,105.59,14.58,1562.07,535.65,39.69,1242.51,9.64,87.61,175.31,156.77,21.65,754,10,8,351,116,281,111,413,824,34,360,108,1119,78,54,177,9,0,86,775,468,199,140,50,51,272,291,529,59,0
811,1894.12,1730.64,1828.28,1.08,32.09,158.92,627.56,215.05,72.65,13.3,1804.16,382.29,20.56,1197.26,11.09,61.06,132.84,284.12,10.98,665,2,1,65,241,870,4,377,621,16,834,638,370,185,19,390,28,3,215,389,344,294,472,349,153,647,1015,778,181,47
812,897.32,779.65,839.47,1.03,39.56,9.85,549.66,288.7,56.98,8.32,832.02,495.34,37.33,770.85,17.52,29.45,114.82,307.57,5.39,629,2,3,192,28,27,8,616,52,18,203,364,267,109,77,56,0,0,16,466,272,94,44,14,13,73,112,287,48,0
813,2300.69,2016.4,1917.05,59.04,257.24,43.36,767.47,1173.02,152.45,28.9,2108.97,794.52,101.23,1630.85,30.22,258.07,424.02,361.74,108.95,1264,26,8,93,190,347,323,756,624,122,748,154,1328,183,81,395,20,3,86,598,380,563,464,245,100,524,1158,666,137,185
814,3125.61,2792.18,2886.55,11.23,171.58,62.9,1264.41,1019.93,131.87,24.24,2964.12,1242.07,102.59,1574.23,45.31,230.54,579.72,1450.62,83.49,2316,79,1,23,146,477,5,611,2056,66,312,882,1844,78,6,161,9,0,66,922,632,697,566,229,174,243,1401,1244,140,114
815,2324.25,1886.36,2209.5,4.45,75,106.92,747.31,785.44,76.66,12.54,2221.42,424.58,37.57,1102.13,16.45,82.86,104.79,289.96,13.1,920,4,3,652,43,407,134,560,309,101,1194,778,169,213,27,814,32,0,131,515,645,369,337,297,135,977,721,884,231,0
816,4690.35,4131.19,3878.78,101.09,592.74,532.12,1776.66,1723.93,513.4,107.89,4051.35,2292.09,254.96,3143.69,94.45,453.6,836.33,1503.96,160.95,3546,31,7,441,261,241,46,1287,1300,157,1831,1445,1071,854,355,387,14,129,320,2043,1429,564,358,181,114,883,813,1491,197,86
817,3701.36,2992.76,2709.11,159.59,654.8,103.44,2447.67,830.69,624.61,85.77,2981.2,1951.46,269.83,2479.09,81.66,526.74,993.29,1189.22,98.79,2415,65,4,314,527,136,50,1298,1315,65,835,1270,1311,226,117,447,9,2,130,1631,1069,432,261,119,99,657,573,1083,132,100
818,628.53,568.63,516.8,11.92,83.16,14.76,437.11,141.14,106.66,19.5,497.92,394.3,49.31,483.8,23.64,88.01,244.41,244.17,24.48,469,17,1,31,36,7,51,205,254,55,96,293,202,46,21,37,0,0,12,348,159,68,25,11,14,49,73,169,37,0
819,2182.7,1970.44,1942.4,15.04,175.45,759.65,904.14,314.51,231.51,24.15,1921.87,1266.54,176.04,1264.08,60.57,303.28,505.37,1044.12,29.69,1933,27,1,30,78,72,7,1763,220,38,127,153,1864,22,4,15,1,1,88,992,772,190,143,51,56,141,282,904,71,66
820,3589.03,2899.18,3109.57,69.16,250.83,933.81,1429.31,670.63,357.02,40.57,3165.38,1093.16,114.62,1597.94,63.26,229.48,437.24,770.69,49.77,2092,16,3,325,381,481,152,1060,1822,104,462,2805,175,117,7,205,9,6,125,1377,981,535,348,208,245,348,838,1274,259,184
821,443,350.16,423,1,12,6,223.3,124.7,19.6,4,417.4,165.3,12,216,6.3,9.3,27.3,74.3,3.3,285,1,1,117,20,3,0,70,112,92,153,199,61,66,15,81,0,0,5,140,124,59,72,31,1,86,142,162,54,0
822,3663.92,3170.72,2160.3,165.29,1133.39,465,2148.07,760.84,657.23,130.71,2871.29,2448.5,530.67,2759.51,127.13,866.81,1419.91,1537.78,290.81,3122,81,6,94,145,75,27,1725,1272,78,475,863,2140,179,44,144,12,82,87,1995,796,403,251,106,37,395,641,783,165,145
823,2799.09,2239.12,1226.52,233.72,1183.16,51.08,2380.87,257.87,597.87,402.1,1789.6,2042.41,811.49,2237.61,113.83,1291.11,1137.2,1634.23,488.63,2267,133,1,59,170,14,23,1528,698,94,348,866,1401,176,56,122,1,11,34,1780,533,202,92,60,41,229,253,453,177,66
824,7938.79,6690.35,6374.63,185.88,1084.84,1133.61,1839.51,4148.5,1179.26,214.59,6514.75,4636.27,464.89,5454.75,189.19,1256.4,1987.12,4641.28,410.62,6478,52,10,145,679,224,46,1994,3957,171,1513,4191,1759,485,216,457,27,147,353,2349,1437,1706,1361,782,301,1269,3523,2519,387,778
825,1748.61,1439.08,1181.8,111.65,353.88,22.16,1134.9,358.18,258.63,59.45,1426.49,951.43,150.37,1235.95,39.28,369.22,621.26,699.08,181.11,1410,9,1,73,100,51,13,553,822,18,263,964,403,59,42,99,11,1,78,953,372,184,121,28,47,189,282,362,56,0
826,4029.07,3240.07,2365.56,409.15,1064.93,350.43,3127.52,289.08,766.11,210.87,3033.02,2410.66,700.64,2928.29,104.1,945.17,1306.86,1173.07,396.99,3286,51,4,50,312,84,111,1797,1649,38,415,2204,1267,177,19,113,5,5,109,2425,932,299,175,67,73,263,385,952,151,130
827,2305.14,1724.77,1756.66,41.13,430.88,579.11,1570.96,81.48,294.93,27.17,1974.69,1305.14,167.34,1302.98,35.76,394.88,578.78,1007.24,122.83,1990,9,0,60,106,23,13,695,1386,20,100,1587,504,28,19,43,0,0,20,1133,742,198,78,49,68,84,132,761,140,275
828,1968.98,1689.76,1805.24,4.36,125.32,24.05,949.73,689,136.71,9.21,1819.41,810.94,70.54,1187.16,25.72,163.01,334.02,745.47,22.34,1434,26,1,121,106,178,13,221,1340,31,288,66,1525,98,0,99,3,0,88,584,400,371,349,174,129,195,799,641,123,240
901,9030.76,5881.05,6533.13,1639.19,20.42,118.25,577.08,4366.97,458.54,57.87,8436.47,1360.11,96.72,2523.8,176.73,419.23,318.14,1031.63,193.05,843,1480,317,708,3097,2167,123,691,141,202,7702,247,558,4276,1146,1709,295,48,457,636,1141,1516,2721,2721,1102,4748,6243,2605,3052,40
902,2305.59,1625.35,1462.27,513.78,2.16,5.75,105.36,1521.15,21.29,4.86,2272.01,392.03,27.13,848.35,21.42,102.63,77.55,305.04,26.29,48,535,212,451,914,38,72,451,521,210,1089,240,735,663,295,63,24,0,250,185,190,375,847,673,220,995,1821,905,585,8
903,1328.19,1074.11,1027.62,214.25,0,15.53,529.93,315.15,25.9,2,1295.78,188.91,9.39,564.31,4.34,77.36,3.17,176.89,37.47,7,111,276,386,344,10,166,156,534,160,451,311,488,84,165,130,27,0,95,423,265,200,248,164,130,252,527,474,213,1
904,1471.18,1050.16,1208.51,100.84,5.26,1.13,20.11,606.69,24.87,6.06,1420.81,132.45,0,340.41,7.2,44,4.28,75.59,14.54,6,72,135,212,872,98,38,14,11,2,1406,0,12,822,194,18,61,1,324,89,68,94,489,693,74,1098,1251,508,474,21
905,932.1,688.83,892.49,16.35,0,1.01,27.12,694.76,11.27,0,916.81,69.92,0,263.2,0,28.23,1.02,30.42,7.06,0,26,79,13,625,138,40,3,3,5,911,7,7,146,35,670,5,0,53,42,192,160,247,280,58,772,508,380,227,3
906,1797.24,1146.25,1655.05,95.27,0,3.29,8.29,805.82,20.09,2.08,1775.07,235.19,0,289.72,1.01,15.34,1.04,40.1,5.12,7,41,145,341,1159,8,66,32,1,7,1726,9,20,1379,86,38,45,0,190,365,239,481,464,217,99,273,1096,518,415,1
1001,2632.66,2307.37,1585.16,360.27,491.8,1442.57,645.74,314.84,561.92,79.9,1981.23,1553.93,686.74,1951.74,60.78,989.88,1168.02,1642.76,278.29,1957,6,12,19,255,174,146,1750,498,21,301,1599,593,43,78,130,0,1,126,1468,582,265,179,76,59,351,388,571,117,88
1002,1376.55,1165.99,1296.3,29.79,29.88,206.21,793.53,283.74,104.68,6.11,1265.76,482.97,54.68,614.1,11.4,85.02,139.45,203.75,11.26,887,76,1,304,64,3,11,240,982,9,116,336,831,53,74,2,0,0,52,689,411,168,57,22,45,54,137,409,229,0
1003,3452.87,2749.34,3303.84,53.33,51.31,208.45,1532.22,663.31,149.38,11.3,3286.19,1001.69,80.69,1669.34,48.38,134.84,208.37,518.65,32.19,2077,15,2,714,132,369,4,472,1704,132,1006,199,2099,158,21,584,8,3,241,944,830,575,509,456,171,836,1231,1362,645,0
1004,2147.5,1850.95,2089.03,4.04,19.02,138.18,1469.9,386.23,139.79,11.25,1993.47,801.6,53.14,980.46,44.76,76.65,206.66,474.49,17.19,1588,29,6,317,101,67,10,703,1055,20,341,215,1556,102,40,136,3,0,67,831,645,331,203,109,86,265,415,771,281,152
1005,979.05,901.33,969.6,1.02,5.33,4.14,280.21,324.21,25.76,2.02,950.19,68.29,9.2,584.48,8.36,7.14,17.64,34.98,0,286,4,1,14,140,526,3,138,239,53,545,148,276,212,10,244,5,0,79,261,198,208,203,105,87,328,432,307,91,0
1006,11026.55,9093.6,9204.84,675.98,769.21,2873.61,3590.37,2842.98,1296.98,138.95,9575.76,2941.13,630.6,8100.11,145.41,1665.25,1814.38,3358.07,486.03,4406,155,80,955,2499,2182,288,2936,5282,290,2056,3307,5106,384,110,1259,21,5,373,4521,2284,1823,1283,653,461,1767,3132,2221,1227,601
1007,6291.75,5381.55,5480.52,169.4,504.28,1451.51,2513.53,1272.04,839.2,142.23,5298.23,2215.76,504.77,4419.34,196.26,667.34,1079.51,1981.51,230.77,3067,199,29,400,1325,958,109,2219,2886,141,843,1006,4226,208,26,391,14,2,215,2920,1452,830,624,264,254,673,1474,1729,385,110
1008,963.85,617.17,904.58,29.59,12.28,75.83,615.74,52.76,74.52,2.05,885.22,565.7,54.03,643.72,31.67,71.43,145.4,349.8,20.55,802,4,0,108,12,2,2,426,329,11,163,44,720,29,5,34,1,0,97,331,282,114,131,73,39,132,252,387,153,1
1009,3399.61,2953.06,3327.65,9.21,18.13,32.27,1584.49,637.25,279.59,40.22,3070.68,630.64,49.23,2199.89,23.32,65.47,167.05,571.7,15.33,1018,126,12,188,1136,645,89,1023,1283,80,830,189,2188,295,36,319,5,2,181,907,804,620,577,308,266,507,1339,1382,240,1
1010,1119.06,842.98,1067.7,21.15,11.09,72.92,503.23,178.62,91.64,8.03,1018.39,543.81,42.33,773.75,48.39,90.16,159.79,340.07,35.33,895,32,2,124,7,2,10,332,479,7,254,140,654,98,23,80,9,2,66,320,240,177,196,139,52,157,445,440,225,0
1011,953,824,912,6,13,3,618,137,96,19,836,189,24,505,8,40,56,144,8,592,8,0,22,135,143,5,275,435,46,149,17,740,14,0,79,2,1,52,416,207,132,111,39,80,134,225,252,57,0
1012,2742.43,2518.14,2591.17,46.79,47.08,194.84,1549.71,602.31,371.93,19.43,2314.07,635,142.95,1292.87,30.59,212.54,238.26,432.34,71.76,1309,22,9,119,429,680,90,1409,929,8,313,1302,1042,229,9,53,5,0,19,1254,697,378,224,106,197,81,577,903,171,76
1013,1681.28,1218.71,1651.16,0,4,8.28,317.57,767.39,21.07,10.03,1645.18,97.2,11.34,948.61,7,13.28,23.74,52.12,2,442,8,3,11,135,1012,8,45,174,27,1374,84,150,230,36,1070,4,1,44,211,466,275,365,303,137,1119,715,349,377,0
1014,1510.41,1390.27,1474.2,6.04,16.7,14.24,569.99,424.31,141.42,20.21,1343.52,204.48,18.43,1056.16,5.09,30.96,44.22,113.43,4.28,559,24,2,11,172,666,60,419,625,40,411,227,856,195,8,171,3,1,34,414,261,386,300,135,110,210,771,510,135,0
1015,1161.62,890.11,1107.46,10.22,21.67,170.93,477.09,72.01,89.86,13.2,1047.46,528.89,52.4,690.88,11.36,85.87,86.32,207.13,24.52,901,45,0,146,5,0,0,167,553,170,208,341,525,84,32,21,11,0,83,309,299,200,174,114,81,116,418,503,173,0
1016,4266.75,3585.53,4007.34,16.29,66.68,165.2,1674.76,1698.75,146.13,27.33,4016.45,333.35,50.66,3115.17,19.18,97,149.2,297.98,20.03,653,49,16,26,1018,2124,189,338,2779,123,837,136,3090,113,21,447,25,1,244,1330,810,936,679,322,195,724,1717,1210,459,61
1017,2263.19,1756.16,2208.08,2.05,11.36,3.11,1089.2,108.64,18.33,1.04,2228.67,24.65,3.06,1621.79,5.14,4.15,6.24,7.06,1.05,75,83,1,4,217,1794,14,17,909,108,1153,43,994,175,39,670,26,1,241,528,429,414,525,292,153,938,1045,608,282,4
1101,10592.68,9315.3,854.22,8481.14,307.29,900.81,8673.98,643.18,1910.16,431.94,8158.93,7801.77,4240.87,5863.88,2486.14,3875.24,4566.71,6373.25,1578.12,7922,1660,66,200,498,9,39,5016,4167,696,514,6590,2398,220,964,87,6,33,98,6373,2793,734,274,220,145,974,694,2269,1013,269
1102,1520.41,1298.76,74.05,1220.82,8.96,591.48,744.83,91.56,40.4,7.58,1434.19,978.59,830.26,754.38,269.69,525.89,499.82,958.26,401.6,210,1154,21,34,38,2,8,1275,136,16,40,1338,84,28,2,0,0,0,13,920,419,78,39,11,21,17,100,431,63,4
1103,2805.91,2544.74,254.25,2286.77,29.05,69.18,2241.73,284.3,509.58,78.97,2191.64,2053.78,1169.15,1705.09,569.01,815.17,977.66,1756.44,446.94,250,2121,116,65,190,3,26,1370,844,164,394,545,1658,239,215,24,2,11,78,1491,809,268,143,60,49,227,340,901,100,69
1104,1141.61,986.59,19.2,974.19,12.72,20.57,1017.13,58.89,27.34,5.75,1072.07,842.13,719.37,718.59,499.52,528.23,541.1,808.55,405.28,378,675,8,3,21,1,5,757,227,48,61,804,169,46,56,0,0,2,16,658,302,91,27,14,7,131,66,229,80,46
1201,10030.42,8027.46,6743.32,547.96,2385.26,4199.46,2311.05,2465.11,2053.93,350.41,7569.94,5770.34,1284.43,7241.29,384.63,2146.49,3112.55,4578.33,858.56,7857,74,19,209,751,462,47,5179,2957,303,979,4942,3361,198,143,243,22,233,277,4013,2033,1689,1074,609,290,1092,2962,2721,634,646
1202,1050.15,931.76,944.25,4.11,95.61,2.1,458,242.64,61.06,6.24,981.79,332.55,33.4,697.81,8.39,33.76,148.07,244.73,17.86,368,17,3,278,69,208,61,156,608,17,222,166,612,19,2,170,1,1,32,322,177,215,194,96,69,204,476,289,81,0
1203,674.66,565.76,643.64,8,8,17.01,433.23,158.8,60.68,6.01,606.96,83.3,9,473.51,0,20.23,25,24.22,6,222,9,0,18,83,234,82,109,295,130,114,385,149,18,1,60,10,0,25,302,160,103,58,25,19,95,136,196,65,0
1204,887.62,746.88,567.33,18.61,259.43,213.36,430.47,195.7,121.61,26.33,729.48,666.75,110.33,657.98,33.02,219.99,464.73,518.21,40.09,813,0,0,25,11,14,0,455,375,1,32,703,129,16,0,6,0,0,10,392,228,150,62,31,23,16,204,278,41,75
1205,1613.15,1341.03,1547.96,17,12,7.09,872.36,452.26,134.07,19.14,1458.91,282.15,23.18,1034.9,13.03,72.72,106.7,280.4,21.22,605,28,2,12,582,279,59,260,1064,11,233,142,1187,28,3,104,17,0,86,483,404,352,232,96,60,207,553,606,220,1
1206,2946.13,2187.89,2892.72,2,12.12,8.41,975.35,1217.7,75.55,3,2847.48,174.57,10,2173.19,6,61.8,59.35,168.83,17.1,451,5,9,89,176,1876,77,317,1258,271,837,1503,337,250,23,451,15,0,105,815,489,633,487,259,104,571,1217,510,662,1
1207,681.44,588.85,637.17,5.13,32.95,16.38,311.36,134.59,28.66,2,650.78,152.04,15.33,394.66,1.03,29.87,32.75,79.93,17.53,318,2,2,286,7,7,17,210,281,30,118,309,211,38,0,59,0,0,22,207,149,119,118,47,31,81,261,235,64,0
1208,6197.05,5146.67,4704.69,683.34,554.85,1732.71,2668.28,1301.14,801.68,124.86,5249.2,2428.86,614.85,4628.53,87.6,1133.32,1450.85,2645.45,469.15,3760,88,6,149,1244,627,109,2370,2794,132,688,2056,3196,203,58,231,29,20,192,3065,1461,771,515,171,198,508,1121,1515,455,349
1209,231.03,188.85,222.01,3,3.02,0,87.39,38.17,27.15,1.01,201.87,71.34,6.02,157.73,1.01,12.04,19.08,20.08,0,112,4,0,48,2,52,0,100,40,7,71,10,137,9,1,59,0,0,2,61,40,30,48,38,13,61,111,73,37,0
1210,1709.22,1271.69,1662.26,1,12.07,5.04,461.93,1120.88,46.85,5.13,1652.93,209.49,21.16,1317.17,6.06,60.04,65.34,145.11,18.25,489,93,3,21,153,809,36,107,1301,8,189,22,1394,40,1,120,2,0,25,390,291,490,343,91,54,147,821,573,264,0
1211,669.52,561.84,549.54,24.73,56.46,5.05,387.21,97.4,72.48,5.06,583.74,334.76,18.49,451.98,7.18,64.36,103.05,225.63,27.66,447,5,1,146,5,10,22,105,397,3,131,86,419,40,0,85,0,0,6,246,139,109,92,50,30,91,225,220,57,0
1212,1959.11,1579.82,1879.06,5,19,26.14,581.3,1088.4,81.02,18,1858.1,428.5,50.09,1257.98,22.01,93.09,137.15,437.35,25.03,965,82,0,9,717,78,16,274,1177,85,332,87,1445,68,5,151,34,3,73,455,349,514,396,152,43,297,941,729,148,107
1213,528.41,450.83,499.11,2.69,20.62,6.29,196.99,103.62,56.25,2.4,469.76,261.88,24.45,367.61,5.98,43.01,67.88,153.25,6.38,329,3,2,107,9,39,4,83,150,32,228,263,2,42,0,176,0,0,10,154,85,60,106,87,18,186,242,154,49,0
1214,1528,1224.79,1400.64,6,93,150,493.99,615.99,149.18,32,1343.82,482.25,58,1055.44,8.18,94,180.18,545.96,26,1009,9,0,69,180,171,1,290,932,52,166,213,1061,60,6,41,9,1,49,421,291,382,250,96,75,103,634,486,165,109
1215,2351.53,1869.17,2294.71,9.67,9.44,8.04,1520.2,219.79,112.77,7.05,2229.61,226.53,19.27,1499.68,0,39.45,57.39,152.56,0,450,50,6,218,190,1077,176,78,1127,130,831,50,1284,70,4,400,70,1,289,598,681,308,291,290,160,760,600,938,367,0
1216,2318.92,2035.02,2292.35,3.21,8.46,13.91,1226.51,741.07,43.98,10.49,2262.38,70.39,5.26,1379.86,4.08,14.31,24.86,40,1,243,31,2,68,708,1067,115,198,1228,154,653,181,1388,163,11,337,31,5,117,683,590,447,338,176,117,491,673,916,385,0
1217,2414.63,1756.69,2347.67,7.2,20.48,153.04,1015.46,790.43,104.34,12.25,2296.04,407.81,30.56,1608.06,19.14,90.94,116.41,458.2,14.11,1020,76,2,28,762,362,25,233,1673,65,305,119,1848,28,4,126,4,0,147,774,477,451,376,199,89,277,907,768,301,102
1218,3540.78,2986.09,3389.02,33.02,57.42,478.24,1504.95,476.05,282.45,33.88,3216.26,696.17,99.03,2456.43,21.39,179.61,275.12,603.31,48.02,1342,220,13,259,944,462,125,587,2261,91,426,242,2688,173,4,127,5,1,125,1277,748,654,457,229,203,282,1174,1188,290,72
1219,1805.59,1619.19,1773.48,11.04,7,45.07,386.12,1128.96,55.15,6.02,1739.35,115.72,10.07,1180.47,2,20.06,26.33,72.69,5.03,508,59,3,195,348,633,19,259,895,100,509,90,1160,107,43,233,18,1,113,427,396,498,323,120,94,365,730,720,222,2
1301,10038.04,8618.79,7842.41,739.09,1008.18,2250.99,2620.51,2574.44,1007.04,98.97,8896.39,3863.53,703.54,6287.05,249.12,933.12,1582.02,2017.92,375.31,6644,61,16,423,671,1862,211,5212,3123,597,955,4204,4697,283,38,372,6,7,280,3783,2077,1855,1533,639,677,698,3687,3390,834,130
1302,1403.65,1333.24,1375.26,4.41,10.41,16.46,635.14,395.88,77.42,8.68,1314.52,175.85,29.39,1083.73,11.3,30.41,37.72,59.34,6.63,307,22,0,97,152,617,191,588,543,6,248,267,864,70,8,110,32,0,34,395,403,258,211,119,94,176,500,634,155,0
1303,1395.51,1124.98,1285.81,45.8,35.41,193.61,297.82,556.24,50.13,5.07,1337.26,457.11,37.54,685.37,21.12,76.35,108.77,237.47,24.48,1220,8,1,97,21,3,0,498,245,51,556,96,696,119,15,311,6,0,107,305,220,294,315,217,62,423,754,512,171,0
1304,1754.11,1649.79,1671.93,26.04,21.04,27.11,842.06,503.19,47.21,1,1699.86,656.72,105.25,761.62,10.01,89.25,156.32,399.09,6,1062,93,1,29,71,367,110,960,580,19,175,175,1381,96,4,44,0,3,31,740,433,267,220,74,134,78,508,660,46,0
1305,3198.87,2681.55,3087.66,16.22,32.76,84.89,535.12,1260.42,103.9,19.23,3063.42,385.03,52.2,2202.81,20.52,119.23,179.84,356.98,24.44,658,44,1,262,567,1399,108,776,1124,231,908,736,1364,281,25,289,10,3,331,699,549,721,670,402,154,666,1606,1153,400,117
1306,2187.31,1576.86,2165.06,2.01,7.14,23.22,429.94,1100.72,50.31,3,2132.99,287.83,18.28,1315.9,9.07,50.12,53.79,135.1,2.04,714,32,1,298,156,812,121,984,555,94,500,258,1364,147,13,236,19,0,96,264,197,652,628,392,160,351,1605,971,381,0
1307,1936.17,1725.95,1777.81,104.21,20.05,31.45,642.78,661.94,69.26,3.03,1861.88,732.79,85.25,1249.78,23.07,128.48,209.63,338.6,57.15,1216,18,8,299,28,213,119,1254,435,27,185,91,1609,38,15,102,15,3,27,452,258,592,444,155,132,147,1161,684,134,2
1308,1247.07,1171.64,1218.45,11.47,5.1,74.8,188.02,708.21,18.35,3.02,1224.67,165,17.2,849.17,4.02,49.64,38.66,152.9,9.17,447,9,1,55,51,574,96,272,830,47,83,172,969,21,1,18,16,0,36,282,104,494,261,91,87,69,829,332,102,0
1309,5110.33,4682.46,5030.52,1,14.43,40.89,506.36,1898.04,103.27,22.58,4978.45,687.42,68.1,3102.52,23.64,81,107.69,320.36,9.15,2718,53,10,277,402,1484,63,1160,2655,301,893,233,3873,131,5,285,12,1,468,478,287,1928,1587,728,492,766,4167,1784,633,0
1310,2134.16,1867.73,1955.3,63.83,55.46,249.66,498.87,880.61,121.98,11.04,1998.13,796.13,117.89,1098.05,35.36,147.3,264.79,657.11,27.22,1538,31,4,116,114,245,11,882,713,61,403,164,1491,149,4,121,2,0,129,574,239,594,508,145,89,253,1218,678,98,0
1311,2819.54,2338.68,2732.81,14.22,38.61,98.17,368.44,947.1,285.1,34.82,2490.31,660.15,85.71,1262.78,28.54,107.54,123.13,742.16,9.27,2287,20,2,187,106,77,3,865,1425,125,267,1448,948,117,31,53,16,4,66,395,239,963,786,300,178,174,1982,1017,204,251
1312,1492.56,1056.93,1357.15,70.81,15.37,218.56,699.54,209.28,182.83,24.18,1283.25,923,122.9,822.31,61.76,89.38,194.44,505.75,19.49,1300,82,0,53,6,2,0,409,851,49,134,214,1091,15,4,62,7,9,40,532,455,180,190,86,65,118,403,643,124,0
1313,7602.48,6747.74,6972.05,245.17,279.12,1024.32,2609.37,1500.45,443.19,59.14,7091.23,1910.47,339.07,4305.9,113.73,422.38,742.98,1634.37,132.95,4150,58,16,783,629,1457,243,3013,2905,120,1298,2105,3890,407,43,348,21,3,520,2282,1575,1323,1326,832,516,930,3128,2874,678,494
1314,912.1,541.87,808.29,61.36,9.04,192.9,527.26,14.65,71.03,13.1,826.95,527.9,62.47,455.63,25.13,62.69,99.03,240.6,10.03,853,14,0,22,4,1,0,627,128,3,136,83,675,37,3,16,7,0,73,341,302,102,85,64,48,97,176,391,156,0
1315,2439.54,1994.13,2399.42,2,13.02,5.01,643.02,487.42,49.45,5.02,2380.02,246.92,23.11,1272.74,11.14,50.2,54.25,104.46,8,666,10,2,844,277,432,103,663,457,46,1169,280,878,147,18,432,55,1,524,396,350,341,562,687,269,1012,1465,1069,480,1
1316,2528.17,2289.67,2512.85,2,2.26,20.11,664.98,974.7,42.54,7.07,2478.56,151.69,10.85,1778.91,4.01,38.94,42.5,73.38,6.07,459,16,5,39,270,1536,156,887,982,28,584,464,1425,310,19,122,11,1,130,498,342,681,626,335,319,264,1551,1056,279,0
1317,1847.66,1439.25,1811.78,0,12.3,14.62,178.97,800.69,42,5.2,1798.41,255.85,10.17,1093.76,11.43,56.48,47.83,93.52,15.32,502,55,6,428,86,621,42,644,238,106,753,104,880,411,15,167,6,3,155,163,110,540,609,320,117,332,1438,745,297,0
1318,620,476.44,566.8,35.67,3,1,426.35,84.04,19.74,6.53,591.73,286.2,24.95,372.07,2.11,40.2,46.48,81.24,9.14,474,4,0,67,14,39,3,457,75,2,68,96,438,46,1,7,0,0,13,282,179,86,45,10,17,20,113,205,59,0
