CODIGO,NUM.HOGARES,COC.PIEZA,COC.LENA,COC.CHIMBO,COC.ELEC,SAN.ALC,SAN.FOSA,SAN.LETR,AUTO.UNO,AUTO.UNOPLUS,AUTO.NO,ELDOM.REFRI,ELDOM.LAVAD,ELDOM.SONI,ELDOM.AC,ELDOM.COMPU,ELDOM.MICRO,SERV.CABLE,SERV.INTERNET,ALUMB.SPUB,ALUMB.SPRI,ALUMB.GEN,ALUMB.CANDIL,ALUMB.VELA,ALUMB.OCOT,ALUMB.SOLAR,AGUA.TUBE.DENTRO,AGUA.TUBE.DENTRO2,AGUA.FUERA,AGUA.NONTUBE,AS.SPUB,AS.SPRI,AS.POMA,AS.POBO,AS.CDA,AS.LAG,AS.VEN,AS.OTRO,NBI0,NBI1,NBI2,NBI3,NBI4,NBI.NNM,NBI.SSAG,NBI.SSAN,NBI.SSUB,NBI.HACI,NBI.VME
303,6298.19,5588.24,5794.14,40.41,290.34,823.57,2472.8,1498.41,360.28,38.57,5897.34,2303.94,191.65,4128.64,52.1,284.32,685.73,687.31,23.46,4365,165,6,596,559,414,13,2245,3165,228,477,3410,2221,198,12,110,3,54,108,2172,1306,1274,952,412,592,310,2330,2199,472,227
304,4499.15,4147.4,4263.22,19.63,135.27,486.9,2050.9,769.37,586.06,91.71,3817.38,1452.77,250.48,3090.04,45.33,275.73,580.96,1355.72,59.15,2387,45,24,286,986,383,285,1236,1731,169,1261,2764,355,291,26,790,23,5,144,1470,1089,754,695,389,318,977,1535,1542,219,205
305,311,281,279,1,17,1,115,160,35,4,272,148,20,240,3,21,53,121,2,231,0,0,23,3,9,44,37,11,203,59,220,31,19,0,40,0,0,0,154,81,36,25,14,7,40,70,94,6,0
306,5564.6,4784.4,4870.69,94.39,465.46,978.44,2512.14,1562.5,625.63,85.55,4840.37,2077.23,328.23,4040.88,130.25,436.48,1023.4,2121.98,121.96,3302,36,41,702,885,363,23,1969,2352,126,904,2089,2353,532,12,237,0,1,128,2280,1334,809,674,254,330,409,1469,1916,346,118
307,1477.5,1264.88,1326.06,19.17,97.83,214.06,593.44,429.98,180.79,15.11,1268.49,706.91,110.96,816.95,34.8,119.03,286.37,404.16,35.59,956,2,9,214,59,100,87,694,566,17,151,996,273,61,6,62,4,5,20,507,371,231,216,102,71,93,461,592,120,107
308,903.03,840.99,871.03,1,11,6,229.12,507.57,57.01,5,840.01,326.13,17.03,581.49,18.01,54,107.01,169,8,679,0,0,84,28,99,2,170,589,11,122,680,89,50,2,18,0,0,53,283,188,191,153,76,83,71,372,370,88,0
309,1376.54,821.41,1049.9,36.37,259.17,3,974.72,321.04,198.61,28.22,1146.71,839.98,99.06,908.56,21.24,247.01,443.64,424.4,38.27,1184,33,1,14,49,0,0,413,828,9,31,30,1218,8,4,5,2,0,14,656,259,205,118,43,26,28,328,332,67,97
310,2650.17,2367.18,2582.8,11.1,27.09,7.04,792.49,1214.41,146.54,9.14,2492.31,423.14,45.37,1679.5,12.67,40.55,105.96,249.62,6.03,668,192,5,149,617,656,256,321,1378,257,589,438,1507,62,10,379,11,1,136,808,512,583,460,181,216,527,1040,855,154,0
311,2951.82,2717.17,2717.32,30.99,147.2,245.39,1104.53,1070.86,234.56,48.26,2655.93,1036.32,144.72,1827.96,32.65,197.45,543.56,914.05,31.18,1799,6,10,423,348,271,14,1365,1092,114,300,1772,792,119,6,111,2,1,68,1021,580,586,491,192,126,195,1171,948,131,305
312,2182.12,1924.21,2091.67,2.02,65.36,215.82,1190.16,495.75,255.84,36.87,1882.84,763.6,107.06,1230.72,26.56,141.7,232.3,806.77,38.87,1548,22,1,55,175,294,4,514,1164,74,347,740,1006,53,1,231,0,0,68,990,650,227,171,61,98,299,354,683,86,0
313,4549.16,3757.6,4120.37,46.83,318.04,793.61,1759.47,1078.75,818.05,160.14,3566.95,1873.81,261.06,2984.7,78.83,468.77,796.72,1680.44,109.38,2702,62,27,414,753,227,145,1497,1771,170,892,1191,2233,104,8,645,5,0,145,1568,1045,723,653,342,281,798,1530,1501,232,23
314,1688.34,1454.24,1622.46,11.35,26.88,92.36,743.89,581.48,139.58,11.21,1537.56,572.21,98.94,851.52,26.6,69.65,152.44,340.38,17.32,1320,2,1,30,159,143,2,649,526,27,453,1134,64,225,15,152,2,1,62,607,349,278,234,188,93,301,595,487,187,173
315,1417.06,1289.86,1363.89,0,28.17,225.88,493.06,303.1,71.31,6,1338.75,519.75,27.08,790.48,7.04,46.1,183.71,372.63,17.02,1016,3,1,184,37,146,1,491,659,52,186,1039,155,35,6,68,26,0,59,514,365,246,186,77,57,153,459,540,67,0
316,2406.21,2081.43,2216.05,14.11,142.78,433.61,1057.98,643.77,433.55,67.09,1898.55,944.46,329.12,1459.09,120.34,286.15,463.99,829.95,138.71,1442,11,2,365,284,144,15,972,1035,13,244,1556,462,116,2,84,5,0,39,945,510,347,309,153,171,129,704,789,161,115
317,841.12,690.84,685.22,32.26,102.72,3.12,502.99,181.71,116.55,7.65,713.65,424.1,81.66,534.48,38.88,91.87,219.68,269.07,33.34,580,19,0,15,30,108,47,44,549,41,165,426,202,21,7,99,1,3,40,282,187,155,108,67,26,144,285,277,51,37
318,21555.19,18038.64,13250.22,2655.43,4809.61,7689.3,8311.86,4326.43,4724.36,961.17,15838.15,14083.7,3533.92,15367.53,687.6,4635.59,7259.92,10482.57,1736.99,18261,318,12,532,1268,438,11,13617,4333,445,2445,12159,5560,1086,717,562,88,89,578,10222,5168,2347,1669,1435,1004,2676,4203,5752,1274,2186
319,5238.48,3994.02,3885.97,201.98,960.67,1690.2,845.78,2284.8,726.22,78.08,4416.95,2942.83,466.96,3680.6,120.88,686.53,1461.25,1803.62,147.64,4013,108,6,340,390,190,8,2045,1909,101,1000,2020,1877,417,313,235,8,26,160,2388,1289,650,469,259,166,494,1136,1585,334,253
320,3035.76,2717.83,2771.41,49.68,134.97,207.81,1688.68,992.19,425.68,78.24,2523.44,1079.21,187.8,1892.79,39.05,271.64,475.06,1023.96,59.11,1826,72,49,181,570,228,9,1549,1152,44,192,278,2451,103,17,57,1,0,29,1114,728,436,361,298,240,191,874,1064,140,581
321,5641.05,5018.38,4483.07,414.36,574.21,1209.31,2950.47,885.48,884.01,80.68,4673.22,3082.26,604.2,3184.17,262.66,635.77,1295.72,2498.55,242.42,4532,135,1,187,542,75,35,3422,1293,171,621,3901,964,140,29,333,7,2,130,2785,1422,645,404,250,228,512,1057,1643,335,181
401,14615.61,11702.37,5649.76,5560.02,2481.25,9723.41,1974.57,1802.62,3074.97,574.33,10896.13,10175.92,3082.55,10105.45,705.22,4060.59,7457.03,9826.92,1485.96,12857,63,7,476,542,261,12,10615,1666,65,1870,10639,1563,1030,167,326,23,181,288,8113,3179,1412,958,555,428,1605,2188,3268,861,823
402,3008.96,2607.49,2805.34,93.99,44.94,385.24,966.59,546.34,287.3,60.36,2656.02,744.26,153.34,1196.74,38.57,97.78,254.93,614.09,30.34,1536,143,3,572,219,287,140,1036,1145,51,668,521,1701,280,15,277,14,6,86,816,644,602,537,301,318,383,1276,1223,267,1
403,1623.74,1406.13,1596.71,6,8.01,6.01,337.02,896.22,136.35,22.03,1463.36,349.47,22.54,874.69,9.25,29.04,48.13,183.82,8.03,1100,23,1,309,48,78,4,838,355,16,353,104,1100,145,2,135,7,0,70,236,158,528,434,207,204,212,1138,564,137,0
404,7954.29,6564.44,6659.02,887.84,159.55,1609.35,2589.19,1741.58,671.88,117.44,7085.94,2228.68,646.16,3643.83,243.07,567.54,1011.99,1749.34,259.29,4342,130,33,1405,902,832,71,4177,2024,388,1126,4159,2356,604,81,292,28,3,190,2527,1947,1364,1032,844,912,586,2446,3460,1283,347
405,3853.34,3486.5,3400.95,195.55,178.05,1335.49,1325.95,950.28,783.53,91.23,2975.54,1893.08,475.07,2343.08,83.42,422.56,647.8,1892.87,103.38,3083,5,2,297,111,259,23,3051,459,37,232,3226,294,171,22,32,5,2,27,1905,942,484,301,149,239,85,795,1197,191,141
406,3665.03,3232.38,2955.82,222.87,319.75,1227.14,1214.93,384.62,744.01,153.64,2762.28,1761.22,324.72,2224.01,168.84,332.39,718.94,1604.54,119.64,3234,11,2,63,98,168,10,2235,834,70,450,2996,138,58,8,222,8,4,155,1446,874,523,479,267,260,407,1087,1295,193,186
407,1426.12,1158.08,1378.3,20.6,5.14,230.89,573.84,222.77,95.76,21.37,1304.98,370.81,54.15,459.97,44.33,51.16,84.15,365.13,8.2,1146,6,0,57,75,54,3,403,556,180,204,1031,104,72,9,58,1,0,68,523,326,264,156,74,131,127,391,474,120,3
408,1402.7,1254.11,1261.5,26.33,78.19,823.36,216.92,254.07,253.92,47.3,1097.38,677.56,122.73,809.17,20.75,127.72,282.44,537.29,30.51,1222,2,2,94,40,14,0,1075,223,5,71,1199,104,39,0,4,0,1,27,697,327,148,116,87,58,61,290,424,57,172
409,4278.52,3644.99,3543.3,225,387.38,1037.97,1582.98,701.03,466.45,75.57,3718.17,1614.01,381.53,2081.16,214.06,314.37,690.7,1274.84,127.53,2784,87,10,1063,145,29,24,1915,1533,142,551,1683,1808,164,101,180,15,1,189,1434,1080,666,537,424,404,393,1218,1858,602,174
410,6083.11,5169.65,5343.22,281.1,278.8,1217.97,2299.58,1645.95,648.66,109.94,5315.22,2130,335.22,2786.19,164.23,396.68,762.67,1574.03,91.11,3630,293,35,1197,422,177,174,2849,2070,217,792,2954,2146,289,37,260,8,4,229,2081,1660,1007,688,491,615,586,1618,2356,659,433
411,1944.48,1596.11,1720.03,85.76,58.95,48.4,1018.72,547.83,193.1,58.33,1682.81,802.82,133.51,980.88,42.62,105.29,259.22,580.74,26.77,1242,126,4,236,147,132,18,553,862,91,398,257,1246,155,14,82,1,0,150,653,561,287,225,179,198,232,541,874,204,1
412,3691.38,2972.07,3235.34,182.14,147.39,1087.24,1256.69,375.77,646.33,128.13,2910.81,1876.57,228.24,1774.11,112.37,238.28,587.45,1455.41,72.7,2793,5,0,92,166,339,73,1933,1089,53,392,2977,94,145,4,143,7,4,94,1338,836,556,496,242,300,253,1155,1249,210,160
413,9262.93,6753.77,5205.02,2947.52,614.43,5192.94,2475.76,847.82,1507.31,309.95,7432.84,6045.04,1051.32,5253.4,677.96,1202.11,2533.19,6185.49,513.34,7976,126,3,519,273,36,91,5134,3004,81,806,6085,1924,286,155,176,10,17,372,4640,2344,1010,607,423,592,707,1283,2602,1024,593
414,1275.05,1122.95,1244.05,8.08,13.18,321.85,191.53,320.83,132.1,31.32,1110.6,303,37.83,587.74,12.4,41.25,71.49,151.18,6.52,899,7,1,76,66,205,9,458,553,97,155,1020,87,75,5,35,15,0,25,330,225,271,257,180,217,134,626,450,130,161
415,2230.86,1876.9,2012.22,66.8,89.17,352.36,1175.85,299.18,175.49,33.53,2019.67,949.38,118.55,1075.21,34.44,137.07,273.93,828.09,28.07,1818,30,1,231,74,17,5,1138,594,79,366,555,1248,40,9,195,3,4,122,751,608,355,277,185,164,401,577,883,186,166
416,1175.46,1036.8,1043.53,26.52,49.84,381.44,256.07,205.89,106.45,21.32,1046.64,434.42,61.93,669.98,10.1,72.08,139.89,256.45,25.41,971,5,0,99,41,37,1,599,367,54,134,804,216,55,3,23,1,0,52,478,242,183,163,89,71,77,410,408,94,0
417,1725.37,1439.52,1516.25,79.28,71.33,808.67,342.48,299.2,181.21,32.02,1506.85,887.81,93.3,956.2,26.86,122.94,307.15,850.46,23.3,1494,12,1,95,77,15,2,740,711,40,206,475,900,56,122,22,1,1,119,783,434,224,167,90,63,148,408,563,85,88
418,2297.73,2091.5,2114.33,65.7,61.59,178.45,898.95,559.56,181.77,17.17,2097.78,949.03,63.3,1257.63,31.4,95.18,258.13,815.99,14.02,1763,11,2,254,130,108,9,535,1178,109,454,1688,132,154,3,140,4,0,156,756,443,466,435,176,138,310,1003,828,85,69
419,1754.48,1492.43,1521.99,154.1,41.08,556.08,554.16,316.26,171.26,34.32,1546.9,789.33,102.83,1055.97,21.26,140.22,243.67,614.15,26.2,1246,26,7,287,66,17,61,961,437,11,302,820,586,89,4,122,6,0,85,739,381,252,190,149,119,225,501,508,136,111
420,1693.26,1578.37,1451.95,89.99,125.17,364.62,860.52,376.51,231.22,24.19,1434.85,975.21,173.96,990.04,34.23,145.35,326.95,747.88,52.53,1442,4,2,93,49,54,24,1270,225,54,120,955,589,66,3,41,2,1,12,930,369,215,122,33,82,61,324,448,47,19
421,6369.2,5323.85,5631.51,492.22,115.86,1188.37,1580.53,1332.95,719.16,118.03,5529.01,2060.92,314.46,2885.23,106.42,332.77,720.61,1773.38,117.42,4013,41,38,860,351,707,143,2724,2471,178,780,2350,3009,200,15,372,11,5,191,1734,1146,1376,1238,659,709,596,2983,2447,609,118
422,1594.75,1304.19,1477.15,36.6,46.81,466.1,435.73,355.34,173.24,28.48,1392.03,635.12,79.21,1005.11,18.3,89.17,232.49,712.42,18.15,1229,15,0,248,33,11,17,440,766,129,218,1136,198,117,2,52,4,0,44,558,341,264,219,172,140,230,566,478,126,185
423,746.04,630.79,682.48,15.87,14.46,46.51,174.15,350.57,44.98,3.36,694.39,259.45,18.04,464.46,10.89,31.14,55.91,260.02,5.58,603,15,0,51,25,11,19,267,384,9,65,278,381,35,1,14,0,0,15,191,93,228,175,37,42,30,426,252,50,2
501,180503.44,135018.72,26216.25,105822.81,27344.31,133157.83,33834.11,11579.18,39663.25,8973.91,131397.71,153507.73,64689.1,133329.85,48379.81,53784.78,76404.01,96077.26,30835.49,165048,7777,182,1736,2989,429,172,152797,15187,4236,6112,102458,65428,3973,4714,605,118,258,779,107658,47941,12652,4971,5110,4766,12447,11344,40362,20516,11036
502,55946.41,37669.45,12347.01,33085.75,4225.22,28421.02,19648.25,7067.73,7569.8,896.78,47348.95,44243.19,12562.57,35600.46,9060.89,11037.49,20279.68,33100.35,5130.73,50735,1860,41,793,1222,70,68,39582,8783,2147,4276,31615,16358,2271,3067,313,13,748,402,30241,14862,5113,2542,2030,1818,5729,5812,12594,8042,1970
503,10329.67,8352.88,6047.23,3196.72,354.71,357.01,8158.02,1403.89,1103.82,198.72,8940.77,5980.31,1402.47,5476.98,2270.81,1036.9,1900.87,4332.89,365.51,8325,315,12,706,629,17,27,6768,2455,189,617,5829,3542,301,23,210,5,4,116,4799,3311,1066,506,347,402,479,1063,3668,1424,372
504,4447.49,3039.01,1456.96,2341.15,370.89,164.63,3293.09,834.8,460.23,48,3929.16,3414.62,401.89,2724.65,399.99,581.78,1574.06,2365.54,250.13,4008,110,1,73,129,9,6,1313,2466,268,289,3225,724,182,138,1,0,13,52,2119,1110,563,319,225,143,438,794,1234,587,203
505,5399.84,4165.47,2149.87,2600.42,208.38,500.03,3074.58,1649.03,585.84,57.06,4755.93,4132.44,591.31,3493.84,437.18,707.28,1537.52,3492.97,352.91,4816,58,4,209,209,25,11,3135,1617,102,479,3392,1414,306,84,78,5,5,49,2224,1325,809,621,353,150,429,1543,1701,666,296
506,30006.45,24819.11,7823.64,17334.27,2408.75,7184.31,19147.99,2654,4740.29,651.44,24585.86,24236.55,6660.07,19208.35,4930.99,5282.7,9715.53,16637.02,2300.68,27471,776,14,441,718,12,202,22028,4975,341,2290,19077,7783,1365,892,183,1,32,301,16481,9108,2338,1122,585,771,1166,2400,9177,2914,853
507,4805.95,3738.07,3935.83,415.13,242.44,615.11,2661.63,757.32,319.33,53.48,4430,2044.58,158.25,2726.91,122.98,257.15,604.04,1514.85,115.42,3299,30,10,645,563,152,20,1746,2107,90,776,1870,2052,367,33,281,8,4,105,1982,1117,697,522,401,190,465,1280,1549,675,376
508,5140.58,4072.9,2860.12,1275.55,756.91,1853.78,2704.85,416.46,836.66,120.87,4173.46,3440.5,924.74,2980.14,503.14,676.94,1158.34,2427.71,260.36,4120,460,4,201,213,12,1,4045,815,41,111,2348,2498,70,53,11,0,0,30,2729,1540,387,218,138,154,132,430,1655,533,242
509,12212.54,9615.45,3199.98,7430.12,919.16,3771.73,7147.6,1147.29,1692.52,163.98,10323.04,10105.7,2640.4,8582.78,1882.81,2444.38,4448.56,5038.89,1341.86,11301,234,3,166,242,17,0,8214,2897,499,352,5042,4985,164,1692,8,1,1,69,6459,3813,1063,359,268,324,1242,823,3506,1073,410
510,19077.38,15584.8,11743.25,4177.62,2039.73,1484.04,14620.82,1871.14,2903.63,518.92,15620.66,12762.74,2357.07,11457.43,1345.69,3096.72,5469.08,9978.25,927.8,16537,501,33,563,643,317,27,11180,5969,436,1036,6933,10512,343,225,238,6,12,352,10390,5674,1426,762,370,726,754,1638,5861,1517,245
511,35828.96,26635.03,10695.95,18856.62,3359.93,17008.99,13685.1,4327.86,5688.94,902.57,29163.11,29122.83,11116.6,23175.79,4539.94,7480.27,13119.64,20796.13,4822.15,32217,1374,22,949,665,57,20,24711,6964,1984,1644,21266,11354,860,1228,151,7,107,330,18837,9585,3568,1806,1507,1366,3453,4113,9068,4337,2517
512,16919.5,13639.84,2097.54,11385.6,1882.21,13135.9,2853.49,821.17,3215.69,504.95,13182.37,15048.22,7371.96,12390.97,4975.83,6085.89,9946.9,11425.24,4531.8,15659,631,6,84,210,13,3,13346,1464,949,848,9637,5535,348,932,2,0,15,138,9173,5396,1208,453,376,339,2040,757,4978,1258,737
601,34463.87,27056.75,19840.43,3784.14,9123.95,13318.03,4748.72,13786.79,5600.93,1120.34,27672.69,21384.82,3464.25,21958.62,4532.11,7459.64,9803.48,17486.99,3278.44,27341,373,60,4621,697,43,380,16939,9899,1365,5313,18080,8905,2323,1849,1022,49,601,686,14523,7509,5388,3811,2285,1052,4100,9707,9820,3269,1977
602,2026.03,1872.53,1934.42,5.15,72.34,16.09,612.22,854.6,77.58,13.03,1935.42,473.01,21.4,1255.26,18.27,76.3,125.95,295.69,11.29,957,13,10,752,23,43,212,222,877,77,835,338,769,79,126,588,11,2,98,572,551,387,337,164,67,699,680,732,162,2
603,5649.89,5063.22,5426.94,37.4,154.5,39.93,542.23,4167.72,169.69,26.05,5445.6,1266.95,80.96,3129.64,51.98,128.39,194.54,613.58,29.73,2055,290,20,2613,307,69,140,705,1805,393,2592,845,2013,813,360,1232,17,5,209,1997,1863,868,526,240,319,1464,1036,2103,227,0
604,691,646,658,4,25,8,316,277,36,4,651,238,24,462,7,38,122,195,7,452,5,1,34,7,151,34,471,75,3,135,349,197,11,17,87,5,0,18,269,150,124,100,41,26,110,236,182,29,53
605,5421.1,4760.05,5118.7,47.85,194.83,62.76,1082.67,3321.19,242.05,46.01,5126.03,1181.12,98.72,3328.8,48.13,141.68,315.61,463.23,42.5,2102,84,28,2401,172,152,332,853,2039,374,2006,1365,1817,488,206,1144,18,4,228,1980,1657,836,515,283,279,1395,1113,1888,273,3
606,9187.45,7766.97,8507.98,193.38,275.89,363.56,1492.59,5965.18,470.6,53.69,8595.02,2424.93,140.05,5057.81,156.89,400.63,585.04,1633.66,133.37,4252,78,50,4069,374,10,107,1897,1665,538,4839,3067,825,2855,1266,708,30,27,160,3344,2444,1487,1100,565,445,1353,2617,3248,497,372
607,10163.98,6926.25,8499.31,484.48,833.88,1013.26,4053.13,3821.1,1135.85,153,8843.87,5112.25,326.19,4839.47,361.62,711.68,1164.98,3318.73,299.78,7805,490,11,1004,423,23,50,1660,5366,504,2274,1944,5419,1246,593,48,28,45,481,3115,2799,1783,1289,819,354,1343,2973,3984,1571,582
608,1090.05,930.23,1005.18,1,59.4,94.31,644.89,100.73,49.87,6,1034.18,288.57,12.21,763,27.65,48.17,80.75,258.87,12.58,607,2,1,278,9,45,125,365,226,5,472,453,63,72,82,325,3,0,70,295,373,130,155,115,56,398,294,428,114,1
609,6222.39,5030.96,5937.94,47.97,149.62,20.23,1103.7,3925.65,262.98,20.39,5934.02,2103.71,70.45,3444.38,115.45,231.91,322.84,686.8,60.02,3744,114,6,2049,113,9,45,277,3043,381,2379,516,3100,1215,274,723,2,9,240,1947,1558,1117,910,548,340,1198,2169,2276,369,344
610,4079.05,3411.84,3757.38,25.86,235.67,376.78,1128.39,1443.69,217.97,28.16,3831.91,1418.6,85.45,2572.64,58.34,243.92,381.64,1094.84,108.88,2610,109,6,955,59,171,104,416,2477,117,1006,294,2673,185,69,635,23,7,128,1245,1117,754,583,316,124,807,1400,1615,322,35
611,5459.44,4832.63,4920.24,46.11,426.45,478.07,3284.14,578.92,523.3,55.04,4877.1,2364.93,143.67,3559.9,173.14,395.13,831.87,1264.45,191.82,3421,88,15,1480,101,10,175,1168,3185,194,743,2633,1844,192,110,327,48,11,124,2380,1492,701,518,199,154,528,1216,1804,319,48
612,1327.5,1077.25,1224.9,7.33,66.24,11.38,725.25,166.6,91.82,9.16,1225.48,549.57,26.81,753.32,25.5,55.41,177.86,361.27,6.55,998,4,2,264,6,2,32,277,578,50,402,865,18,232,36,74,1,8,75,433,366,218,210,81,38,157,447,580,92,6
613,881.44,705.06,830.31,5.24,33.65,6.02,366.21,96.15,20.85,5.02,854.56,267.32,13.41,474.72,3.14,22.51,74.82,93.01,5.05,555,6,4,194,44,48,8,106,519,2,231,13,601,24,32,76,0,1,111,247,160,173,207,71,48,187,420,305,42,1
614,903.19,789.8,855.12,4,29.38,2.05,411.36,250.18,23.63,2.26,877.3,239.28,7.5,437.14,5.01,7.56,34.65,97.13,3.37,657,2,2,222,3,1,2,75,369,39,406,15,438,80,36,248,6,2,63,241,249,183,136,79,47,320,261,374,96,1
615,5568.72,5113.88,4392.5,267.87,769.38,2106.62,846.11,1730.22,653.36,119.07,4788.91,2421.55,438.74,3866.18,125.43,808.66,1437.18,2186.6,318.77,3507,36,14,804,216,388,518,2043,1904,155,1379,2561,1289,302,385,692,45,23,186,2190,1456,832,663,340,180,986,1522,1688,167,494
616,3140.94,2608.97,2627.53,78.17,363.78,93.2,531.57,2244.4,235.17,38.75,2861.96,1417.53,164.86,1793.72,104.67,208.67,435.4,759.9,63.98,2345,107,1,562,38,3,22,309,2277,47,445,136,2480,105,27,173,8,1,149,979,704,673,494,228,109,364,1229,1141,210,251
701,3405.13,2924.24,2713.79,71.29,546.65,572.46,1476.99,1052,395.88,42.19,2957.14,1322.72,188.69,2304.94,52.67,340,671.21,976.94,104.72,1822,41,20,839,265,244,99,977,1980,47,328,1915,1060,60,28,152,8,0,109,1526,715,570,369,150,141,273,937,966,141,192
702,1926.09,1665.96,1835.77,6.04,64.26,3,703.3,892.31,165.52,25.01,1732.55,441.01,20.1,1278.95,11.01,44.17,177.87,318.96,7.03,883,21,12,604,131,158,60,252,705,21,892,825,152,315,30,512,7,1,27,699,586,278,222,83,57,547,431,597,84,0
703,43166.06,35256.29,30824.15,3176.12,7076.28,12658.87,14616.52,11819.52,5897.91,1101.56,35989.56,18774.99,3055.77,28980.35,1372.9,6862.68,10755,18098.96,2521.59,25669,530,404,6961,3162,2845,2017,19085,11801,1513,9190,21224,10155,2087,1633,5101,159,82,1147,17863,12007,5874,3733,2112,2635,7449,8003,12632,3061,2322
704,9899.87,7880.71,6681.07,815.45,1978.47,4416.96,2798.27,2136.56,1479.27,295.67,8104.01,4383.55,814.92,6877.43,323.72,1718.53,2842.05,3787.74,723.47,6144,140,110,1849,846,225,173,5777,1925,428,1358,5788,2116,234,372,733,14,29,201,4579,2535,1139,723,512,364,1584,1674,2531,572,797
705,2275.17,2021.46,1856.66,31.1,322.12,42.03,1285.95,650.13,245.58,29.03,1994.5,942.92,125.22,1620.11,38.03,247.4,475.35,344.33,23.05,1514,9,18,150,209,251,50,746,1301,16,138,927,1134,53,1,25,3,1,56,1084,470,362,223,61,103,90,585,583,46,127
706,1024.46,900.24,648.95,38.33,293.71,85.26,636.14,267.72,180.43,35.25,806.78,687.55,105.28,746.37,32.58,280.31,457.56,640.91,135.83,921,12,0,11,17,23,9,432,428,3,130,779,51,18,39,81,4,0,20,440,257,148,108,40,27,136,263,280,26,59
707,2069.87,1801.47,2021.49,1.01,34.09,21.23,187.51,1367.7,52.98,8.04,2006.83,366.07,25.64,1003.68,9.03,39.26,79.52,287.37,13.67,962,74,8,895,59,11,14,120,646,88,1169,150,701,106,43,970,7,0,45,221,460,543,507,292,170,1021,1063,747,269,0
708,3929.9,3246.07,3384.93,33.39,411.44,143.79,1487.01,1795.9,400.9,48.06,3461.94,1413.06,122.66,2594.55,37.29,266.55,532.12,590.71,71.77,2105,41,11,576,316,447,278,514,2318,251,690,1898,942,187,301,287,5,12,142,1450,789,683,533,320,140,536,1370,1248,199,275
709,1367.83,1161.66,1226.12,7.02,116.46,5.28,853.93,350.3,95.7,20.81,1250.31,569.38,42.6,901.19,26.58,103.41,246.84,425.51,33.46,905,21,12,174,54,125,35,284,915,11,116,461,745,36,11,45,1,0,26,582,318,230,162,35,52,72,400,436,46,0
710,979.05,913.39,925.53,1,33.32,57,668.41,193.2,69.79,7.07,900.19,446.83,45.47,680.63,10.1,49.64,168.99,44.61,8.1,707,11,0,111,65,74,5,285,542,2,144,87,740,89,2,21,9,0,24,513,298,88,54,19,40,54,131,335,27,0
711,1182.28,1099.14,1117.34,6,31.26,7.04,674.19,194.96,36.38,7.04,1134.78,223.92,21.26,644.03,14.22,44.82,89.53,157.96,16.48,578,8,0,261,64,197,64,176,738,64,194,451,523,20,10,94,6,1,68,513,289,172,147,51,71,169,334,331,46,0
712,1674.39,1596.19,1615.2,0,40.25,11.74,830.99,318.23,65.43,3.07,1593.2,216.73,24.17,1340.45,6.42,58.09,97.27,112.74,18.91,605,7,0,228,66,666,78,81,1165,43,362,357,930,102,7,169,4,0,80,538,399,300,234,179,111,309,615,563,103,157
713,1230.26,1003.61,1052.62,14.08,114.68,2.01,480.45,654.35,125.71,9.1,1093.44,547.21,28.21,650.06,19.17,101.42,235.35,318.37,13.08,950,19,7,72,124,19,6,219,809,14,154,94,929,34,93,20,0,1,26,688,259,175,66,9,20,47,230,275,44,0
714,2044.47,1820.26,1963.07,1.02,46.88,3,503.64,1134.01,115.46,18.25,1908.77,589.29,39.57,1251.28,27.61,81.12,212.14,385.28,12.17,1087,1,3,514,31,110,247,136,758,120,980,801,206,181,110,616,3,1,75,416,406,539,442,190,62,695,1046,625,135,0
715,8863.73,8028.12,8295.21,44.58,409.87,754.14,2624.34,2939.64,800.99,122.64,7925.6,1330.58,169.88,6281.51,52.15,431.56,560.98,956.41,154.89,2389,25,25,1684,801,2518,1262,1397,3413,374,3521,2295,2837,460,60,2640,21,5,386,2087,1642,1777,1974,1224,746,3093,4314,2971,626,309
716,1790.13,1590.58,1744.59,0,36.27,1,229.75,881.1,34.92,5.07,1747.09,235.56,12.26,1267.34,5.21,38.15,68.13,179.13,9.41,450,4,5,874,29,225,178,97,616,55,997,411,355,173,31,638,14,0,142,221,328,470,484,262,75,794,1067,649,176,0
717,793,740,784,0,4,26,346,237,13,0,780,131,8,514,4,8,30,44,2,428,4,2,307,3,18,23,77,159,82,467,99,218,64,4,387,4,0,9,186,281,137,109,72,37,400,209,277,55,0
718,337.06,322.92,323.95,1,9.08,0,107.97,128.37,19.14,5.04,310.85,155.05,8.08,251.46,1.01,10.11,42.37,9.1,2.02,237,0,0,38,2,41,14,150,122,2,58,260,14,15,0,40,0,0,3,97,36,122,62,15,11,43,195,78,7,1
719,9447.25,8700.95,8607.76,342.26,347.23,1131.84,3019.88,3126.33,611.61,77.16,8739.35,1302.89,155.27,7119.01,107.18,384.22,596.83,1466.28,140.79,2121,81,192,5151,444,486,821,1532,3937,534,3292,3467,2400,308,113,2387,105,3,513,2735,2136,1743,1697,985,1040,3038,3572,2714,591,398
