Departamento,Partido,Diputado,Marcas,Quedo
Yoro,PARTIDO ANTICORRUPCION,CLAUDIA LORENA FLORES LOPEZ,"13,207",No
Yoro,PARTIDO LIBERTAD Y REFUNDACION,ANA MARLEN MORALES REYES,"39,113",No
Yoro,PARTIDO UNIFICACION DEMOCRATICA,PRISILA ALVARADO EUCEDA,"5,863",No
Yoro,PARTIDO DEMOCRATA CRISTIANO,JUAN MANUEL LAGOS ORTIZ,"1,458",No
Yoro,PARTIDO INNOVACION Y UNIDAD SD,MARIA DEL CARMEN BONILLA MARTINEZ,844,No
Yoro,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JOSE OMAR HERNANDEZ,542,No
Yoro,PARTIDO ALIANZA PATRIOTICA,EVELYN JEANNETH ARCHAGA VASQUEZ,397,No
Yoro,PARTIDO NACIONAL DE HONDURAS,RENE ALFREDO CHACON FLORES,"40,329",No
Yoro,PARTIDO LIBERAL DE HONDURAS,SERGIO ARMANDO DELGADO,"26,374",No
Yoro,PARTIDO ANTICORRUPCION,SILVIA MARIEL PONCE FERRUFINO,"13,041",No
Yoro,PARTIDO LIBERTAD Y REFUNDACION,HECTOR ANTONIO MEJIA,"38,537",No
Yoro,PARTIDO UNIFICACION DEMOCRATICA,NERIDA MARITZA YANES ANTUNEZ,"5,065",No
Yoro,PARTIDO DEMOCRATA CRISTIANO,JUAN CARLOS ARITA LICONA,"1,001",No
Yoro,PARTIDO INNOVACION Y UNIDAD SD,OSCAR MARDOQUEO LOPEZ MARTINEZ,810,No
Yoro,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,LESLY AMPARO ECHEVERRIA MATAMOROS,526,No
Yoro,PARTIDO ALIANZA PATRIOTICA,DILCIA ROSIBEL LOPEZ VELASQUEZ,329,No
Yoro,PARTIDO LIBERAL DE HONDURAS,ENRIQUE ORLANDO CANO PALMA,"23,816",No
Yoro,PARTIDO ANTICORRUPCION,FAUSTO RICARDO CARIAS MAHCHI,"12,856",No
Yoro,PARTIDO UNIFICACION DEMOCRATICA,RAFAEL SIBRIAN GUERRA,"4,927",No
Yoro,PARTIDO DEMOCRATA CRISTIANO,EVA ROSARIO MARTINEZ SANCHEZ,907,No
Yoro,PARTIDO INNOVACION Y UNIDAD SD,MARIA CONTRERAS LICONA,701,No
Yoro,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JAIRO ROYLAN MENDOZA MEJIA,477,No
Yoro,PARTIDO ALIANZA PATRIOTICA,FRANCISCO YALIL MARTINEZ GABRIE,321,No
Yoro,PARTIDO ANTICORRUPCION,EUGENIA TURCIOS GARCIA,"12,271",No
Yoro,PARTIDO UNIFICACION DEMOCRATICA,MARLON EDGARDO VALERIANO CHANDIA,"4,193",No
Yoro,PARTIDO DEMOCRATA CRISTIANO,DORIS YANIRA BAUTISTA ORTIZ,671,No
Yoro,PARTIDO INNOVACION Y UNIDAD SD,JORGE ALBERTO ANDINO GARCIA,697,No
Yoro,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MANUELA DEL CARMEN MALDONADO RODRIGUEZ,432,No
Yoro,PARTIDO ALIANZA PATRIOTICA,SANTOS FAUSTINO PADILLA FIGUEROA,263,No
